,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,flight_hour_range
47378,1,Internet,RoundTrip,17,6,0,3,ICNPER,Australia,1,0,0,6.62,0,Brief
47379,2,Internet,RoundTrip,32,6,17,6,ICNPER,Australia,1,0,1,6.62,0,Brief
47380,1,Internet,RoundTrip,8,6,5,1,ICNPER,South Korea,1,0,0,6.62,0,Brief
47381,1,Mobile,RoundTrip,99,6,1,3,ICNPER,Australia,0,0,0,6.62,0,Brief
47383,2,Internet,RoundTrip,49,6,5,2,ICNPER,South Korea,1,1,1,6.62,0,Brief
47384,1,Internet,RoundTrip,75,6,3,2,ICNPER,South Korea,1,0,1,6.62,0,Brief
47386,1,Internet,RoundTrip,56,6,11,7,ICNPER,South Korea,1,0,0,6.62,0,Brief
47387,1,Internet,RoundTrip,19,6,7,5,ICNPER,Australia,0,0,0,6.62,0,Brief
47388,1,Internet,RoundTrip,229,6,12,7,ICNPER,South Korea,1,0,0,6.62,0,Brief
47389,1,Internet,RoundTrip,258,6,14,2,ICNPER,Australia,1,1,0,6.62,0,Brief
47390,1,Internet,RoundTrip,41,6,4,5,ICNPER,South Korea,0,0,0,6.62,0,Brief
47391,1,Internet,RoundTrip,4,6,10,1,ICNPER,South Korea,1,0,0,6.62,0,Brief
47392,3,Internet,RoundTrip,121,6,10,2,ICNPER,South Korea,1,0,1,6.62,0,Brief
47393,2,Internet,RoundTrip,18,6,11,6,ICNPER,South Korea,1,0,0,6.62,0,Brief
47394,1,Internet,RoundTrip,114,6,1,1,ICNPER,South Korea,0,0,0,6.62,0,Brief
47395,2,Internet,RoundTrip,301,6,23,1,ICNPER,Australia,1,0,1,6.62,0,Brief
47396,1,Mobile,RoundTrip,25,6,18,4,ICNPER,Australia,1,0,0,6.62,0,Brief
47397,1,Internet,RoundTrip,41,6,6,5,ICNPER,South Korea,0,0,1,6.62,0,Brief
47398,1,Internet,RoundTrip,12,6,12,6,ICNPER,South Korea,1,1,1,6.62,0,Brief
47399,1,Internet,RoundTrip,54,6,12,1,ICNPER,South Korea,1,1,1,6.62,0,Brief
47400,1,Internet,RoundTrip,33,6,11,2,ICNPER,Australia,0,0,1,6.62,0,Brief
47401,1,Internet,RoundTrip,32,6,11,3,ICNPER,Japan,0,1,0,6.62,0,Brief
47402,1,Internet,RoundTrip,2,6,10,7,ICNPER,South Korea,1,0,0,6.62,0,Brief
47403,1,Internet,RoundTrip,2,6,4,1,ICNPER,South Korea,1,0,0,6.62,0,Brief
47404,2,Internet,RoundTrip,80,6,3,6,ICNPER,South Korea,1,0,0,6.62,0,Brief
47405,1,Internet,RoundTrip,83,6,10,7,ICNPER,South Korea,1,0,0,6.62,0,Brief
47406,1,Internet,RoundTrip,14,6,11,3,ICNPER,South Korea,1,0,1,6.62,0,Brief
47407,1,Internet,RoundTrip,24,6,12,3,ICNRGN,South Korea,0,0,1,6.62,0,Brief
47408,1,Internet,RoundTrip,14,6,6,2,ICNRGN,South Korea,1,0,1,6.62,0,Brief
47409,4,Mobile,RoundTrip,25,6,2,5,ICNRGN,Singapore,1,0,1,6.62,0,Brief
47410,1,Internet,RoundTrip,67,6,13,4,ICNRGN,South Korea,0,0,0,6.62,0,Brief
47411,1,Internet,RoundTrip,49,6,2,2,ICNSBW,South Korea,1,0,1,6.62,0,Brief
47412,1,Internet,RoundTrip,45,6,7,5,ICNSBW,South Korea,1,1,1,6.62,0,Brief
47413,1,Internet,RoundTrip,47,6,2,2,ICNSBW,Malaysia,1,1,1,6.62,0,Brief
47414,5,Internet,RoundTrip,56,6,3,2,ICNSBW,South Korea,1,0,1,6.62,0,Brief
47415,1,Internet,RoundTrip,269,6,6,1,ICNSBW,South Korea,0,0,0,6.62,0,Brief
47416,9,Internet,RoundTrip,56,6,3,2,ICNSBW,South Korea,1,0,1,6.62,0,Brief
47417,2,Internet,RoundTrip,56,6,3,2,ICNSBW,South Korea,0,0,1,6.62,1,Brief
47418,3,Internet,RoundTrip,48,6,3,1,ICNSBW,Malaysia,1,1,1,6.62,0,Brief
47419,2,Internet,RoundTrip,330,6,19,7,ICNSBW,Malaysia,1,1,0,6.62,0,Brief
47420,1,Internet,RoundTrip,56,6,5,2,ICNSBW,South Korea,0,0,1,6.62,0,Brief
47421,1,Mobile,RoundTrip,69,6,15,2,ICNSBW,Malaysia,0,0,0,6.62,0,Brief
47422,3,Internet,RoundTrip,106,6,13,1,ICNSDK,Malaysia,1,0,1,6.62,1,Brief
47423,6,Internet,RoundTrip,173,6,10,5,ICNSDK,Malaysia,1,1,1,6.62,1,Brief
47424,2,Internet,RoundTrip,172,6,6,6,ICNSDK,Malaysia,1,1,1,6.62,1,Brief
47425,2,Internet,RoundTrip,52,6,11,6,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47426,2,Internet,RoundTrip,12,6,10,2,ICNSIN,South Korea,1,1,0,6.62,0,Brief
47427,2,Internet,RoundTrip,270,6,13,3,ICNSIN,Singapore,1,1,1,6.62,0,Brief
47428,2,Internet,RoundTrip,131,6,11,7,ICNSIN,South Korea,1,1,1,6.62,0,Brief
47429,1,Internet,RoundTrip,69,6,12,6,ICNSIN,Singapore,0,0,1,6.62,0,Brief
47430,1,Internet,RoundTrip,22,6,0,5,ICNSIN,Singapore,1,0,0,6.62,1,Brief
47431,1,Internet,RoundTrip,24,6,15,1,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47432,1,Internet,RoundTrip,16,6,14,4,ICNSIN,Singapore,0,0,1,6.62,1,Brief
47433,1,Mobile,RoundTrip,53,6,12,7,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47434,1,Internet,RoundTrip,37,6,11,2,ICNSIN,United Kingdom,0,0,0,6.62,0,Brief
47435,1,Internet,RoundTrip,31,6,13,7,ICNSIN,Singapore,0,1,0,6.62,1,Brief
47436,2,Internet,RoundTrip,37,6,14,7,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47437,1,Internet,RoundTrip,39,6,6,2,ICNSIN,Singapore,0,0,0,6.62,0,Brief
47438,1,Internet,RoundTrip,25,6,7,7,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47439,1,Internet,RoundTrip,13,6,10,7,ICNSIN,Singapore,1,1,1,6.62,0,Brief
47440,2,Internet,RoundTrip,154,6,14,2,ICNSIN,Singapore,0,1,0,6.62,0,Brief
47441,2,Internet,RoundTrip,30,6,21,4,ICNSIN,Singapore,1,1,1,6.62,0,Brief
47442,2,Internet,RoundTrip,241,6,12,5,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47443,1,Internet,RoundTrip,8,6,15,5,ICNSIN,Singapore,1,0,0,6.62,1,Brief
47444,4,Internet,RoundTrip,70,6,15,1,ICNSIN,Singapore,0,0,1,6.62,0,Brief
47445,2,Internet,RoundTrip,120,6,5,3,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47446,1,Internet,RoundTrip,213,6,3,6,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47447,2,Mobile,RoundTrip,37,6,14,2,ICNSIN,Singapore,0,0,0,6.62,0,Brief
47448,1,Internet,RoundTrip,34,6,5,5,ICNSIN,Malaysia,1,0,0,6.62,0,Brief
47449,2,Mobile,RoundTrip,89,6,14,1,ICNSIN,Singapore,0,0,1,6.62,0,Brief
47450,2,Internet,RoundTrip,121,6,12,5,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47451,2,Internet,RoundTrip,35,6,7,5,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47452,2,Internet,RoundTrip,82,6,10,1,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47453,2,Internet,RoundTrip,69,6,15,7,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47454,1,Internet,RoundTrip,73,6,6,4,ICNSIN,South Korea,0,0,0,6.62,0,Brief
47455,3,Internet,RoundTrip,86,6,8,1,ICNSIN,South Korea,0,0,0,6.62,0,Brief
47456,5,Internet,RoundTrip,60,6,11,7,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47457,2,Internet,RoundTrip,40,6,17,4,ICNSIN,Singapore,1,1,1,6.62,1,Brief
47458,2,Internet,RoundTrip,38,6,8,6,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47459,2,Internet,RoundTrip,175,6,1,4,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47460,2,Internet,RoundTrip,16,6,17,5,ICNSIN,Singapore,1,1,1,6.62,0,Brief
47461,1,Internet,RoundTrip,145,6,9,2,ICNSIN,Singapore,0,0,0,6.62,1,Brief
47462,1,Internet,RoundTrip,40,6,12,5,ICNSIN,South Korea,0,0,0,6.62,0,Brief
47463,3,Internet,RoundTrip,61,6,16,6,ICNSIN,Singapore,0,0,0,6.62,0,Brief
47464,3,Internet,RoundTrip,93,6,11,7,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47465,3,Internet,RoundTrip,74,6,7,4,ICNSIN,South Korea,1,0,1,6.62,0,Brief
47466,2,Internet,RoundTrip,9,6,12,2,ICNSIN,Singapore,0,0,0,6.62,0,Brief
47467,1,Internet,RoundTrip,87,6,23,1,ICNSIN,Japan,0,0,0,6.62,0,Brief
47468,1,Internet,RoundTrip,136,6,13,5,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47469,1,Internet,RoundTrip,69,6,5,6,ICNSIN,Singapore,0,1,0,6.62,1,Brief
47470,1,Mobile,RoundTrip,57,6,7,2,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47471,1,Internet,RoundTrip,238,6,9,3,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47473,3,Internet,RoundTrip,6,6,13,4,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47474,1,Internet,RoundTrip,43,6,0,4,ICNSIN,South Korea,0,0,0,6.62,0,Brief
47475,2,Internet,RoundTrip,68,6,12,7,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47476,2,Internet,RoundTrip,31,6,10,6,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47477,1,Internet,RoundTrip,63,6,19,5,ICNSIN,Taiwan,0,0,0,6.62,0,Brief
47478,1,Internet,RoundTrip,49,6,4,2,ICNSIN,Singapore,1,0,0,6.62,1,Brief
47479,3,Internet,RoundTrip,61,6,15,1,ICNSIN,Singapore,1,1,1,6.62,0,Brief
47480,2,Internet,RoundTrip,200,6,15,6,ICNSIN,Singapore,1,1,0,6.62,1,Brief
47481,1,Internet,RoundTrip,14,6,9,7,ICNSIN,Singapore,0,0,0,6.62,0,Brief
47482,1,Internet,RoundTrip,181,6,15,7,ICNSIN,Singapore,0,0,0,6.62,1,Brief
47483,1,Internet,RoundTrip,119,6,14,1,ICNSIN,South Korea,0,0,0,6.62,0,Brief
47484,4,Internet,RoundTrip,195,6,16,3,ICNSIN,Singapore,1,1,1,6.62,1,Brief
47485,1,Internet,RoundTrip,63,6,15,3,ICNSIN,Singapore,1,0,0,6.62,1,Brief
47486,1,Internet,RoundTrip,72,6,5,7,ICNSIN,South Korea,1,0,1,6.62,0,Brief
47487,3,Internet,RoundTrip,352,6,2,4,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47488,3,Internet,RoundTrip,50,6,15,5,ICNSIN,Singapore,0,0,0,6.62,1,Brief
47489,2,Internet,RoundTrip,29,6,6,1,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47490,2,Internet,RoundTrip,107,6,7,2,ICNSIN,South Korea,1,1,1,6.62,0,Brief
47491,1,Mobile,OneWay,43,6,16,1,ICNSIN,Singapore,1,1,1,6.62,0,Brief
47492,1,Internet,RoundTrip,12,6,18,2,ICNSIN,Singapore,1,0,0,6.62,1,Brief
47493,1,Internet,RoundTrip,107,6,11,3,ICNSIN,Singapore,1,0,1,6.62,1,Brief
47494,2,Internet,RoundTrip,178,6,16,6,ICNSIN,Malaysia,0,0,1,6.62,1,Brief
47495,1,Mobile,RoundTrip,53,6,13,2,ICNSIN,Singapore,1,1,1,6.62,0,Brief
47496,1,Internet,RoundTrip,8,6,18,7,ICNSIN,South Korea,1,1,1,6.62,0,Brief
47497,2,Internet,RoundTrip,144,6,3,3,ICNSIN,Singapore,0,0,0,6.62,0,Brief
47498,2,Internet,RoundTrip,72,6,9,2,ICNSIN,South Korea,0,1,0,6.62,0,Brief
47499,2,Internet,RoundTrip,42,6,14,2,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47500,2,Internet,RoundTrip,109,6,6,1,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47501,2,Internet,RoundTrip,34,6,7,3,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47502,2,Internet,RoundTrip,143,6,6,5,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47503,1,Internet,RoundTrip,79,6,14,4,ICNSIN,Singapore,0,0,0,6.62,0,Brief
47504,2,Mobile,RoundTrip,70,6,10,2,ICNSIN,Singapore,1,0,1,6.62,0,Brief
47505,1,Internet,RoundTrip,28,6,20,5,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47506,2,Internet,RoundTrip,256,6,16,1,ICNSIN,South Korea,0,1,1,6.62,0,Brief
47507,1,Internet,RoundTrip,18,6,13,2,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47508,3,Internet,RoundTrip,84,6,10,3,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47509,2,Internet,RoundTrip,91,6,9,7,ICNSIN,Singapore,1,1,1,6.62,1,Brief
47510,3,Internet,RoundTrip,34,6,15,4,ICNSIN,South Korea,0,0,0,6.62,0,Brief
47511,1,Internet,RoundTrip,161,6,15,3,ICNSIN,Singapore,1,0,1,6.62,1,Brief
47512,1,Internet,RoundTrip,84,6,11,7,ICNSIN,Australia,1,0,0,6.62,0,Brief
47513,2,Internet,RoundTrip,142,6,11,1,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47514,1,Internet,RoundTrip,63,6,5,1,ICNSIN,Singapore,0,0,1,6.62,0,Brief
47515,2,Internet,RoundTrip,70,6,15,1,ICNSIN,Singapore,0,0,1,6.62,0,Brief
47516,1,Internet,RoundTrip,23,6,12,7,ICNSIN,Singapore,0,0,0,6.62,0,Brief
47517,1,Internet,RoundTrip,55,6,10,3,ICNSIN,South Korea,1,0,1,6.62,0,Brief
47518,1,Internet,RoundTrip,37,6,17,7,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47519,2,Internet,RoundTrip,110,6,13,4,ICNSIN,Singapore,1,0,0,6.62,1,Brief
47520,1,Internet,RoundTrip,59,6,2,7,ICNSIN,Singapore,1,1,1,6.62,1,Brief
47521,3,Internet,RoundTrip,61,6,11,5,ICNSIN,Singapore,1,1,1,6.62,0,Brief
47522,1,Internet,RoundTrip,36,6,13,2,ICNSIN,Singapore,0,0,0,6.62,1,Brief
47523,1,Internet,RoundTrip,31,6,5,3,ICNSIN,Singapore,0,0,0,6.62,0,Brief
47524,2,Internet,RoundTrip,60,6,7,5,ICNSIN,South Korea,0,0,0,6.62,0,Brief
47525,1,Internet,RoundTrip,9,6,16,2,ICNSIN,Singapore,0,0,1,6.62,0,Brief
47526,1,Internet,RoundTrip,138,6,11,4,ICNSIN,South Korea,0,0,0,6.62,0,Brief
47527,1,Internet,RoundTrip,27,6,2,4,ICNSIN,Algeria,0,0,1,6.62,0,Brief
47528,1,Internet,RoundTrip,10,6,16,3,ICNSIN,South Korea,0,0,0,6.62,0,Brief
47529,1,Internet,RoundTrip,29,6,5,1,ICNSIN,Singapore,1,0,1,6.62,0,Brief
47530,3,Internet,RoundTrip,144,6,4,1,ICNSIN,Thailand,1,0,0,6.62,0,Brief
47531,2,Internet,RoundTrip,108,6,4,1,ICNSIN,Singapore,1,1,0,6.62,1,Brief
47532,1,Internet,RoundTrip,26,6,8,1,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47533,1,Internet,RoundTrip,56,6,5,3,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47534,1,Internet,RoundTrip,71,6,7,2,ICNSIN,Singapore,0,0,0,6.62,1,Brief
47535,1,Internet,RoundTrip,16,6,12,5,ICNSIN,Singapore,0,0,1,6.62,1,Brief
47536,1,Internet,RoundTrip,18,6,9,5,ICNSIN,Singapore,0,0,0,6.62,1,Brief
47537,2,Internet,RoundTrip,53,6,6,6,ICNSIN,Singapore,1,0,0,6.62,1,Brief
47538,1,Internet,RoundTrip,138,6,9,4,ICNSIN,South Korea,0,1,1,6.62,0,Brief
47539,1,Internet,RoundTrip,15,6,15,4,ICNSIN,Singapore,1,1,1,6.62,0,Brief
47540,1,Internet,RoundTrip,67,6,14,5,ICNSIN,South Korea,0,0,0,6.62,0,Brief
47541,1,Internet,RoundTrip,85,6,12,2,ICNSIN,Singapore,1,0,1,6.62,1,Brief
47542,4,Mobile,RoundTrip,54,6,13,3,ICNSIN,Singapore,1,1,1,6.62,0,Brief
47543,1,Internet,RoundTrip,7,6,7,6,ICNSIN,Singapore,1,0,0,6.62,1,Brief
47544,2,Internet,RoundTrip,84,6,6,7,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47545,2,Internet,RoundTrip,71,6,1,4,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47546,2,Internet,RoundTrip,88,6,10,1,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47547,2,Internet,RoundTrip,26,6,15,6,ICNSIN,Singapore,1,1,0,6.62,0,Brief
47548,2,Mobile,RoundTrip,16,6,15,1,ICNSIN,Singapore,1,1,0,6.62,0,Brief
47549,1,Internet,RoundTrip,175,6,13,3,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47550,1,Internet,RoundTrip,5,6,3,3,ICNSIN,South Korea,0,0,0,6.62,0,Brief
47551,2,Internet,RoundTrip,148,6,1,3,ICNSIN,Singapore,0,1,0,6.62,0,Brief
47552,1,Internet,RoundTrip,17,6,7,1,ICNSIN,South Korea,0,0,1,6.62,0,Brief
47553,1,Internet,RoundTrip,367,6,18,7,ICNSIN,South Korea,1,1,0,6.62,0,Brief
47554,2,Mobile,RoundTrip,41,6,14,4,ICNSIN,Singapore,1,1,0,6.62,0,Brief
47555,3,Internet,RoundTrip,63,6,12,4,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47556,4,Internet,RoundTrip,28,6,2,3,ICNSIN,Singapore,1,0,0,6.62,1,Brief
47557,1,Internet,RoundTrip,17,6,12,4,ICNSIN,Singapore,1,0,0,6.62,1,Brief
47558,1,Internet,RoundTrip,96,6,9,7,ICNSIN,South Korea,0,0,0,6.62,0,Brief
47559,2,Internet,RoundTrip,68,6,17,1,ICNSIN,Singapore,0,0,0,6.62,1,Brief
47560,2,Internet,RoundTrip,123,6,11,7,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47561,1,Internet,RoundTrip,7,6,3,4,ICNSIN,Singapore,0,0,0,6.62,0,Brief
47562,2,Internet,RoundTrip,10,6,12,2,ICNSIN,Singapore,1,0,0,6.62,0,Brief
47563,2,Internet,RoundTrip,61,6,3,7,ICNSIN,South Korea,1,0,0,6.62,0,Brief
47564,2,Mobile,RoundTrip,1,6,5,6,ICNSIN,Singapore,0,0,0,6.62,0,Brief
47565,1,Internet,RoundTrip,136,6,10,2,ICNSIN,Singapore,1,1,1,6.62,1,Brief
47566,4,Mobile,RoundTrip,328,6,6,3,ICNSUB,Indonesia,0,0,0,6.62,0,Brief
47567,6,Internet,RoundTrip,47,6,14,7,ICNSUB,Indonesia,1,0,0,6.62,0,Brief
47568,1,Internet,RoundTrip,19,6,10,2,ICNSUB,Indonesia,1,0,1,6.62,0,Brief
47569,7,Internet,RoundTrip,58,6,2,2,ICNSUB,South Korea,1,0,1,6.62,0,Brief
47570,1,Internet,RoundTrip,54,6,6,1,ICNSUB,South Korea,0,0,0,6.62,0,Brief
47571,1,Mobile,RoundTrip,320,6,6,5,ICNSUB,Indonesia,1,0,0,6.62,0,Brief
47572,1,Internet,RoundTrip,67,6,11,4,ICNSUB,South Korea,1,1,0,6.62,1,Brief
47573,1,Internet,RoundTrip,196,6,10,1,ICNSUB,Indonesia,1,0,0,6.62,0,Brief
47574,6,Mobile,RoundTrip,159,6,14,2,ICNSUB,Indonesia,1,1,1,6.62,1,Brief
47575,2,Internet,RoundTrip,296,6,22,6,ICNSUB,Indonesia,0,0,0,6.62,0,Brief
47576,1,Mobile,RoundTrip,37,6,9,2,ICNSUB,Indonesia,0,0,0,6.62,0,Brief
47577,4,Internet,RoundTrip,59,6,7,1,ICNSUB,Indonesia,1,0,0,6.62,0,Brief
47578,1,Internet,RoundTrip,368,6,13,7,ICNSUB,Indonesia,0,0,0,6.62,0,Brief
47579,1,Internet,RoundTrip,35,6,8,5,ICNSYD,Australia,1,0,1,8.58,0,Brief
47580,1,Internet,RoundTrip,28,6,10,6,ICNSYD,South Korea,1,0,0,8.58,0,Brief
47581,2,Internet,RoundTrip,24,6,2,4,ICNSYD,Australia,0,1,1,8.58,0,Brief
47582,4,Internet,RoundTrip,51,6,11,5,ICNSYD,South Korea,1,1,0,8.58,0,Brief
47583,2,Internet,RoundTrip,15,6,15,5,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47584,1,Internet,RoundTrip,15,6,11,2,ICNSYD,South Korea,0,0,0,8.58,0,Brief
47585,1,Internet,RoundTrip,202,6,12,7,ICNSYD,South Korea,1,1,1,8.58,0,Brief
47586,1,Internet,RoundTrip,70,6,10,7,ICNSYD,South Korea,1,0,0,8.58,0,Brief
47587,1,Internet,RoundTrip,26,6,12,6,ICNSYD,South Korea,0,0,1,8.58,0,Brief
47588,1,Internet,RoundTrip,26,6,1,3,ICNSYD,Australia,0,1,1,8.58,0,Brief
47589,2,Mobile,RoundTrip,101,6,14,3,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47590,5,Internet,RoundTrip,84,6,2,7,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47591,4,Internet,RoundTrip,334,6,5,2,ICNSYD,South Korea,1,1,1,8.58,0,Brief
47592,2,Internet,RoundTrip,83,6,9,7,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47593,1,Internet,RoundTrip,41,6,16,1,ICNSYD,Australia,1,1,1,8.58,0,Brief
47594,4,Internet,RoundTrip,45,6,14,3,ICNSYD,South Korea,1,0,0,8.58,0,Brief
47595,3,Internet,RoundTrip,14,6,3,1,ICNSYD,South Korea,1,0,0,8.58,0,Brief
47596,1,Internet,RoundTrip,1,6,7,5,ICNSYD,Australia,1,0,1,8.58,0,Brief
47597,1,Internet,RoundTrip,261,6,13,4,ICNSYD,South Korea,1,1,1,8.58,0,Brief
47598,1,Internet,RoundTrip,12,6,8,1,ICNSYD,South Korea,0,0,0,8.58,0,Brief
47599,1,Internet,RoundTrip,8,6,14,2,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47600,1,Internet,RoundTrip,54,6,14,4,ICNSYD,South Korea,1,1,1,8.58,0,Brief
47601,2,Internet,RoundTrip,88,6,10,3,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47602,1,Internet,RoundTrip,37,6,5,7,ICNSYD,Australia,0,0,0,8.58,0,Brief
47603,1,Mobile,RoundTrip,56,6,13,6,ICNSYD,South Korea,1,0,0,8.58,0,Brief
47605,3,Internet,RoundTrip,9,6,10,4,ICNSYD,South Korea,1,0,0,8.58,0,Brief
47606,2,Internet,RoundTrip,126,6,12,6,ICNSYD,South Korea,0,1,0,8.58,0,Brief
47607,1,Mobile,RoundTrip,40,6,15,6,ICNSYD,South Korea,0,0,0,8.58,0,Brief
47608,1,Internet,RoundTrip,66,6,8,2,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47609,1,Internet,CircleTrip,94,6,1,5,ICNSYD,South Korea,0,0,0,8.58,0,Brief
47611,2,Internet,RoundTrip,52,6,10,5,ICNSYD,Australia,1,0,1,8.58,0,Brief
47612,1,Internet,RoundTrip,74,6,14,7,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47613,2,Internet,OneWay,26,6,1,2,ICNSYD,South Korea,0,0,1,8.58,0,Brief
47614,2,Internet,RoundTrip,119,6,13,7,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47615,3,Internet,RoundTrip,174,6,13,6,ICNSYD,South Korea,1,0,0,8.58,0,Brief
47616,1,Internet,RoundTrip,42,6,16,3,ICNSYD,South Korea,0,0,0,8.58,0,Brief
47617,1,Internet,RoundTrip,21,6,2,6,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47618,1,Internet,RoundTrip,13,6,13,2,ICNSYD,South Korea,0,0,0,8.58,0,Brief
47619,2,Mobile,RoundTrip,49,6,3,6,ICNSYD,South Korea,1,0,0,8.58,0,Brief
47621,1,Internet,OneWay,87,6,16,4,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47622,1,Internet,RoundTrip,113,6,14,2,ICNSYD,South Korea,0,0,0,8.58,0,Brief
47623,2,Internet,OneWay,70,6,2,7,ICNSYD,South Korea,1,0,0,8.58,0,Brief
47624,1,Internet,OneWay,100,6,22,4,ICNSYD,Australia,1,1,1,8.58,0,Brief
47625,2,Internet,RoundTrip,93,6,7,2,ICNSYD,South Korea,1,1,0,8.58,0,Brief
47626,1,Internet,RoundTrip,52,6,6,1,ICNSYD,South Korea,0,1,0,8.58,0,Brief
47627,1,Internet,RoundTrip,60,6,11,7,ICNSYD,South Korea,0,0,0,8.58,0,Brief
47629,1,Internet,RoundTrip,4,6,10,7,ICNSYD,Australia,1,0,1,8.58,1,Brief
47630,2,Internet,RoundTrip,210,6,3,7,ICNSYD,South Korea,0,0,0,8.58,0,Brief
47631,1,Mobile,RoundTrip,40,6,1,6,ICNSYD,South Korea,0,0,0,8.58,0,Brief
47632,2,Internet,RoundTrip,222,6,4,1,ICNSYD,South Korea,1,1,0,8.58,0,Brief
47633,2,Internet,RoundTrip,99,6,15,4,ICNSYD,South Korea,1,0,0,8.58,0,Brief
47634,1,Internet,RoundTrip,64,6,9,6,ICNSYD,South Korea,1,1,1,8.58,0,Brief
47635,2,Internet,OneWay,5,6,5,1,ICNSYD,South Korea,1,1,0,8.58,0,Brief
47636,1,Internet,RoundTrip,320,6,6,1,ICNSYD,South Korea,0,0,0,8.58,0,Brief
47637,1,Mobile,RoundTrip,14,6,0,6,ICNSYD,Philippines,1,0,1,8.58,0,Brief
47638,3,Internet,RoundTrip,173,6,12,5,ICNSYD,South Korea,0,1,1,8.58,0,Brief
47639,1,Internet,RoundTrip,70,6,7,4,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47640,1,Internet,OneWay,8,6,1,3,ICNSYD,United States,0,0,0,8.58,0,Brief
47641,1,Internet,CircleTrip,42,6,7,5,ICNSYD,South Korea,1,1,0,8.58,0,Brief
47642,2,Internet,RoundTrip,42,6,12,2,ICNSYD,Australia,1,1,1,8.58,0,Brief
47643,2,Internet,RoundTrip,153,6,13,3,ICNSYD,South Korea,0,0,0,8.58,0,Brief
47644,2,Internet,OneWay,198,6,4,4,ICNSYD,South Korea,1,1,1,8.58,0,Brief
47645,1,Internet,RoundTrip,26,6,4,1,ICNSYD,Australia,1,0,0,8.58,0,Brief
47646,1,Internet,RoundTrip,129,6,15,3,ICNSYD,South Korea,1,0,1,8.58,0,Brief
47647,1,Internet,OneWay,2,6,23,4,ICNSYD,South Korea,1,0,0,8.58,0,Brief
47648,1,Internet,RoundTrip,236,6,0,5,ICNSYD,South Korea,0,1,0,8.58,0,Brief
47649,1,Internet,RoundTrip,389,6,6,2,ICNSYD,Japan,0,0,0,8.58,0,Brief
47650,1,Internet,RoundTrip,49,6,11,6,ICNSYD,South Korea,1,0,0,8.58,0,Brief
47651,3,Internet,RoundTrip,29,6,9,2,ICNSYD,South Korea,1,1,1,8.58,0,Brief
